Time	Left_x	Left_y	Left_z	Right_x	Right_y	Right_z
14:09:51.286175	-18.670974	3.138061	-164.589906	66.724724	1.662511	178.082394
14:09:51.296071	-18.672912	3.055703	-164.573323	66.724199	1.610585	178.090754
14:09:51.306070	-18.671956	3.033940	-164.547933	66.722313	1.554426	178.094543
14:09:51.316246	-18.670126	2.877414	-164.516808	66.720658	1.520584	178.112160
14:09:51.326184	-18.668391	2.820593	-164.482245	66.716505	1.149227	177.919907
14:09:51.336228	-18.664190	2.786791	-164.525592	66.718969	1.252294	177.987110
14:09:51.346070	-18.666871	2.774749	-164.549495	66.709599	0.572129	177.507223
14:09:51.356217	-18.669981	2.780711	-164.593897	66.709207	0.678924	177.538144
14:09:51.366085	-18.669118	2.793701	-164.623316	66.708358	0.829492	177.588309
14:09:51.376122	-18.671037	2.955624	-164.660222	66.708829	0.921724	177.611537
14:09:51.386081	-18.667012	2.923392	-164.628302	66.713230	1.389137	177.868580
14:09:51.396118	-18.661500	2.935419	-164.582332	66.713763	1.438784	177.897891
14:09:51.406095	-18.660016	2.930070	-164.553451	66.712682	1.422107	177.935593
14:09:51.416146	-18.653551	2.760071	-164.488933	66.713594	1.412624	177.973145
14:09:51.426101	-18.650589	2.735817	-164.458112	66.712872	1.387471	178.002629
14:09:51.436131	-18.648106	2.716536	-164.407137	66.712519	1.352029	178.020630
14:09:51.446079	-18.648925	2.737190	-164.436031	66.711553	1.246806	178.003553
14:09:51.456111	-18.650469	2.661038	-164.473291	66.708595	1.262034	178.008816
14:09:51.466517	-18.651472	2.689707	-164.505604	66.707654	1.286270	177.961186
14:09:51.476117	-18.657514	2.718988	-164.562312	66.718240	1.884268	178.367357
14:09:51.486076	-18.655688	2.759525	-164.594662	66.710321	1.689700	178.176552
14:09:51.496653	-18.655570	2.836792	-164.609012	66.706303	1.678262	178.132780
14:09:51.506100	-18.654205	2.948767	-164.604331	66.707060	1.589857	178.067100
14:09:51.516086	-18.653521	2.888295	-164.546700	66.700557	1.237721	177.870349
14:09:51.526053	-18.655652	2.876143	-164.569144	66.702173	1.302648	177.935611
14:09:51.536059	-18.653024	2.815622	-164.511066	66.700190	1.307766	177.984241
14:09:51.546235	-18.653274	2.787889	-164.531780	66.699912	1.282616	177.966604
14:09:51.556123	-18.653182	2.760667	-164.476237	66.703526	1.279772	178.006078
14:09:51.566109	-18.653617	2.738867	-164.493163	66.703449	1.192047	177.991788
14:09:51.576124	-18.652448	2.819791	-164.506030	66.705127	1.381967	178.077849
14:09:51.586113	-18.653938	2.815697	-164.528802	66.702162	1.382672	178.035423
14:09:51.596075	-18.658884	2.891038	-164.586589	66.699824	1.400226	177.999578
14:09:51.606435	-18.659053	2.926502	-164.636300	66.700436	1.445302	177.989032
14:09:51.616070	-18.662401	2.953774	-164.669333	66.700630	1.479102	177.966020
14:09:51.626694	-18.662751	2.955276	-164.667879	66.701370	1.437268	177.980676
14:09:51.636231	-18.667404	2.935550	-164.690596	66.700858	1.544525	178.061676
14:09:51.646116	-18.664991	2.766273	-164.663298	66.700277	1.507113	178.072219
14:09:51.656061	-18.665637	2.861893	-164.684378	66.699275	1.447856	178.075154
14:09:51.666083	-18.666555	2.846657	-164.658251	66.701089	1.448576	178.120618
14:09:51.676051	-18.668127	2.882713	-164.617467	66.699620	1.446343	178.119008
14:09:51.686852	-18.666821	2.894807	-164.574178	66.697599	1.457242	178.089416
14:09:51.697408	-18.667944	2.998595	-164.609912	66.695164	1.549105	178.083353
14:09:51.706070	-18.667753	2.959476	-164.629087	66.692632	1.488284	178.016069
14:09:51.716104	-18.672491	3.031016	-164.691322	66.695690	1.742692	178.184945
14:09:51.726496	-18.675162	2.943590	-164.701843	66.690034	1.616391	178.078956
14:09:51.736130	-18.678862	2.974753	-164.755158	66.685972	1.529636	177.984742
14:09:51.746073	-18.679591	2.900226	-164.760848	66.681609	1.443722	177.924154
14:09:51.756117	-18.674480	2.816275	-164.701385	66.680218	1.385290	177.929303
14:09:51.766074	-18.673382	2.755702	-164.663378	66.679300	1.316202	177.928636
14:09:51.776156	-18.670331	2.774014	-164.618712	66.678662	1.309365	177.971145
14:09:51.786104	-18.669297	2.772008	-164.590757	66.678786	1.297115	178.007313
14:09:51.796136	-18.665874	2.816214	-164.550607	66.681045	1.331446	178.073696
14:09:51.806099	-18.665526	2.886797	-164.583416	66.681092	1.404626	178.072214
14:09:51.816130	-18.662766	2.949101	-164.550216	66.679568	1.415723	178.035844
14:09:51.826329	-18.664455	2.943753	-164.596229	66.678904	1.426055	178.002774
14:09:51.836130	-18.669046	3.124634	-164.630133	66.676765	1.411394	177.945033
14:09:51.846339	-18.670717	2.993516	-164.656183	66.671783	1.245612	177.836045
14:09:51.856158	-18.669930	2.922582	-164.664504	66.672234	1.232959	177.869497
14:09:51.866284	-18.661579	2.712137	-164.594019	66.672637	1.205320	177.899447
14:09:51.876180	-18.660533	2.620985	-164.562744	66.672195	1.193252	177.933809
14:09:51.886208	-18.656146	2.647952	-164.571033	66.671012	1.274680	177.983528
14:09:51.896136	-18.655485	2.720649	-164.561510	66.673179	1.339811	178.065424
14:09:51.906062	-18.651844	2.901765	-164.551846	66.674628	1.391193	178.098601
14:09:51.916254	-18.649754	2.924561	-164.531845	66.674100	1.432474	178.089901
14:09:51.926404	-18.649005	2.977684	-164.548690	66.671399	1.463307	178.102570
14:09:51.936845	-18.646367	2.992561	-164.528999	66.667823	1.478972	178.048945
14:09:51.946484	-18.647431	2.936318	-164.572437	66.665211	1.430567	177.973419
14:09:51.956131	-18.647051	2.934560	-164.598780	66.662083	1.421938	177.924692
14:09:51.966495	-18.647238	2.850495	-164.631712	66.653694	0.877369	177.571438
14:09:51.976132	-18.646639	2.835237	-164.651949	66.657683	1.241346	177.815404
14:09:51.986059	-18.647749	2.760123	-164.684834	66.657350	1.192988	177.822337
14:09:51.996118	-18.645171	2.766634	-164.662069	66.657007	1.180912	177.853090
14:09:52.006096	-18.644961	2.756689	-164.664135	66.656639	1.191991	177.902975
14:09:52.016498	-18.643538	2.746319	-164.634461	66.657270	1.293426	177.990274
14:09:52.026061	-18.643987	2.967486	-164.645909	66.655266	1.372892	178.003848
14:09:52.036105	-18.644653	2.978137	-164.624701	66.654914	1.463640	178.020604
14:09:52.046723	-18.644353	3.190426	-164.648465	66.660697	1.897191	178.268390
14:09:52.056081	-18.642277	3.134984	-164.613658	66.658745	1.832035	178.221113
14:09:52.066281	-18.640844	3.122487	-164.566669	66.651426	1.590164	178.023229
14:09:52.076075	-18.640662	3.064942	-164.579515	66.651585	1.529702	178.028200
14:09:52.086125	-18.633669	2.863757	-164.512807	66.649467	1.403151	177.966430
14:09:52.096101	-18.636000	2.861098	-164.538243	66.649484	1.354827	177.973862
14:09:52.106125	-18.635313	2.717855	-164.518210	66.649658	1.258394	177.950341
14:09:52.116095	-18.632571	2.568450	-164.509467	66.649055	1.309168	178.030610
14:09:52.126178	-18.632574	2.750625	-164.554795	66.643749	1.128532	177.905930
14:09:52.136082	-18.630375	2.675971	-164.565812	66.646459	1.308700	177.976392
14:09:52.146161	-18.631813	2.734498	-164.529540	66.647896	1.326419	178.026641
14:09:52.156079	-18.633077	2.905688	-164.536332	66.646010	1.458073	178.050902
14:09:52.166077	-18.635285	3.077672	-164.587919	66.646750	1.477264	178.019404
14:09:52.176431	-18.634587	3.073316	-164.587143	66.644633	1.485061	177.986114
14:09:52.186113	-18.631917	2.944795	-164.551296	66.643941	1.424098	177.947192
14:09:52.196115	-18.628430	2.757265	-164.485605	66.643263	1.406055	177.974278
14:09:52.206096	-18.631325	2.604588	-164.476671	66.641980	1.351321	177.980873
14:09:52.216186	-18.632800	2.629828	-164.525816	66.640188	1.301919	177.996869
14:09:52.226119	-18.634137	2.627200	-164.552321	66.634581	1.068547	177.888799
14:09:52.236313	-18.634489	2.658563	-164.604632	66.635424	1.233051	178.015347
14:09:52.246084	-18.636319	2.830255	-164.624410	66.635950	1.293532	178.010819
14:09:52.256177	-18.636328	2.978289	-164.655992	66.636405	1.315842	177.985244
14:09:52.266133	-18.638506	2.958288	-164.678736	66.636427	1.383428	177.990405
14:09:52.276155	-18.640443	3.090313	-164.676556	66.637162	1.569266	178.088882
14:09:52.286097	-18.639888	3.075998	-164.649662	66.634315	1.552716	178.032889
14:09:52.296136	-18.639065	3.094138	-164.656470	66.632168	1.566352	178.039275
14:09:52.306080	-18.639130	3.079593	-164.680190	66.632390	1.516939	178.050096
14:09:52.316123	-18.637508	2.874039	-164.611849	66.631105	1.477298	178.060472
14:09:52.326075	-18.637088	2.854285	-164.583430	66.633833	1.428463	178.073284
14:09:52.336170	-18.634055	2.686771	-164.517376	66.632194	1.371897	178.071469
14:09:52.346125	-18.631458	2.478365	-164.487537	66.632411	1.315659	178.082256
14:09:52.356157	-18.635761	2.563999	-164.498705	66.633662	1.298805	178.074371
14:09:52.366096	-18.635267	2.669443	-164.492245	66.630333	1.320243	178.038086
14:09:52.376821	-18.637040	2.881237	-164.539293	66.628356	1.346405	178.009768
14:09:52.386119	-18.638511	2.899124	-164.567600	66.624366	1.387237	177.990807
14:09:52.396150	-18.641755	2.976012	-164.626834	66.622218	1.412036	177.968721
14:09:52.406138	-18.644130	2.955592	-164.648746	66.620895	1.418743	177.946377
14:09:52.416484	-18.640156	2.928578	-164.643837	66.618666	1.424729	177.997140
14:09:52.426143	-18.636765	2.799681	-164.608957	66.619461	1.399602	178.018927
14:09:52.436327	-18.636208	2.622781	-164.624979	66.614421	1.191567	177.929430
14:09:52.446256	-18.635325	2.624587	-164.600905	66.612856	1.166799	177.955826
14:09:52.456071	-18.634423	2.518325	-164.607548	66.607582	0.795159	177.749577
14:09:52.466206	-18.634836	2.644051	-164.586789	66.609284	0.942464	177.846036
14:09:52.476208	-18.635713	2.640566	-164.591163	66.608430	1.209736	178.018012
14:09:52.486160	-18.634789	2.674460	-164.575082	66.612131	1.461038	178.224572
14:09:52.496065	-18.638339	2.808004	-164.598229	66.609358	1.475699	178.188784
14:09:52.506166	-18.637632	2.879615	-164.632717	66.607287	1.495950	178.160547
14:09:52.516533	-18.634821	3.090774	-164.626956	66.605860	1.535340	178.121786
14:09:52.526134	-18.635178	3.160577	-164.617060	66.605428	1.574768	178.125770
14:09:52.536283	-18.635362	3.059903	-164.607461	66.604820	1.496384	178.124273
14:09:52.546180	-18.634316	2.975551	-164.616178	66.603722	1.421756	178.134230
14:09:52.556103	-18.632413	2.631082	-164.557406	66.605733	1.334563	178.118700
14:09:52.566065	-18.630476	2.629866	-164.534215	66.608563	1.285401	178.130066
14:09:52.576118	-18.631354	2.552275	-164.567489	66.607798	1.207152	178.077034
14:09:52.586109	-18.632688	2.585507	-164.546008	66.606356	1.174983	178.050089
14:09:52.596546	-18.628914	2.623214	-164.551262	66.605868	1.193214	178.025171
14:09:52.606187	-18.629058	2.647178	-164.532599	66.606652	1.258865	178.021346
14:09:52.616119	-18.633537	2.744577	-164.552940	66.606486	1.300210	178.008928
14:09:52.626075	-18.632766	2.812584	-164.586332	66.604735	1.342816	177.988984
14:09:52.636264	-18.633087	2.976438	-164.577875	66.602161	1.399788	178.004618
14:09:52.646067	-18.631606	2.914418	-164.591799	66.600860	1.409545	178.009652
14:09:52.656167	-18.632951	2.892683	-164.592267	66.602526	1.407727	178.003725
14:09:52.666192	-18.631293	2.849668	-164.611446	66.601618	1.377816	178.030924
14:09:52.676208	-18.627567	2.756257	-164.547690	66.601974	1.350094	178.051400
14:09:52.686095	-18.625878	2.714994	-164.515341	66.602139	1.296904	178.058677
14:09:52.696156	-18.623482	2.662661	-164.509371	66.602288	1.258416	178.075111
14:09:52.706073	-18.621371	2.593907	-164.471734	66.599702	1.169381	178.060776
14:09:52.716216	-18.623127	2.745206	-164.527964	66.596504	1.203743	178.035576
14:09:52.726094	-18.623589	2.778088	-164.556760	66.593912	1.233920	178.009436
