Time	Left_x	Left_y	Left_z	Right_x	Right_y	Right_z
15:40:49.192450	-0.004363	-0.001091	0.011999	0.000000	0.004363	-0.002182
15:40:50.192599	0.013090	0.004363	-0.008727	0.034907	-0.001091	0.000000
15:40:51.192622	-0.297797	1.174825	0.289070	-0.248709	1.202096	0.305433
15:40:52.192591	-0.030543	1.528254	0.191986	0.064359	1.467167	0.247619
15:40:53.192737	-0.431969	1.829323	0.045815	-0.306523	1.838050	0.095993
15:40:54.192681	-0.742856	1.303543	0.148353	-0.649044	1.319905	0.159261
15:40:55.193012	0.119991	0.475602	-0.063268	0.158170	0.423242	-0.029452
15:40:56.193239	0.118901	-0.128718	-0.079631	0.081812	-0.094902	-0.057814
15:40:57.192871	0.358883	-0.437423	-0.321795	0.339248	-0.446150	-0.326158
15:40:58.192600	0.915207	-1.009018	-0.237801	0.839940	-1.048288	-0.223620
15:40:59.192587	0.983929	-0.821396	-0.272708	0.940296	-0.870483	-0.245437
15:41:00.192629	1.358084	-0.869392	-0.093811	1.299179	-0.974112	-0.058905
15:41:01.192601	1.323178	-1.023199	-0.005454	1.258819	-1.129010	0.008727
15:41:02.192534	1.159553	-0.819214	-0.226893	1.147554	-0.730857	0.000000
15:41:03.192677	0.003272	-0.003272	-0.002182	0.000000	-0.007636	0.005454
15:41:04.193364	0.003272	0.005454	0.009817	-0.002182	-0.005454	0.000000
15:41:05.192598	0.003272	-0.001091	0.003272	0.004363	-0.001091	0.005454
