Time	Left_x	Left_y	Left_z	Right_x	Right_y	Right_z
14:09:02.237580	0.000000	-0.006545	0.001091	-0.001091	0.000000	0.001091
14:09:02.248237	0.000000	0.003272	0.006545	0.002182	-0.002182	-0.001091
14:09:02.257740	-0.007636	0.001091	0.001091	-0.001091	-0.005454	0.002182
14:09:02.267953	-0.002182	0.003272	0.001091	0.000000	0.008727	0.003272
14:09:02.277598	-0.004363	-0.005454	0.000000	-0.002182	0.000000	-0.004363
14:09:02.287590	0.002182	-0.002182	0.005454	-0.002182	-0.007636	-0.006545
14:09:02.297615	-0.002182	0.003272	0.005454	-0.002182	0.003272	0.007636
14:09:02.307640	0.002182	0.002182	-0.002182	0.001091	-0.004363	-0.004363
14:09:02.317829	0.002182	-0.004363	-0.003272	-0.004363	0.004363	0.001091
14:09:02.327677	0.001091	0.003272	0.003272	0.001091	0.000000	-0.002182
14:09:02.337642	-0.001091	0.000000	-0.002182	-0.003272	-0.001091	0.000000
14:09:02.347763	0.004363	0.000000	0.001091	-0.005454	-0.014181	0.001091
14:09:02.357554	0.003272	-0.001091	0.002182	0.002182	0.009817	0.005454
14:09:02.367680	0.003272	-0.005454	0.002182	0.001091	0.005454	0.001091
14:09:02.377574	-0.006545	-0.005454	0.002182	0.002182	-0.002182	0.000000
14:09:02.387713	-0.003272	0.000000	0.000000	0.000000	-0.005454	-0.008727
14:09:02.397536	-0.001091	0.004363	0.001091	-0.004363	-0.005454	0.007636
14:09:02.407685	-0.001091	0.002182	0.004363	0.000000	0.000000	0.005454
14:09:02.417601	-0.004363	-0.004363	0.007636	-0.003272	0.004363	0.003272
14:09:02.427576	-0.001091	0.004363	-0.009817	0.001091	-0.005454	-0.002182
14:09:02.437538	-0.001091	-0.001091	-0.001091	-0.003272	0.003272	0.005454
14:09:02.447591	0.005454	0.011999	-0.007636	-0.004363	0.000000	-0.008727
14:09:02.458630	0.000000	-0.002182	0.003272	-0.002182	-0.002182	0.004363
14:09:02.467575	0.000000	0.004363	-0.001091	-0.004363	0.000000	-0.001091
14:09:02.478266	-0.003272	-0.005454	-0.001091	-0.003272	-0.002182	-0.006545
14:09:02.487548	-0.001091	-0.001091	0.003272	0.001091	0.000000	-0.002182
14:09:02.497633	0.002182	0.001091	0.000000	-0.005454	0.003272	0.003272
14:09:02.507559	-0.005454	0.010908	0.000000	-0.005454	0.005454	0.010908
14:09:02.517581	0.000000	-0.003272	0.001091	0.000000	-0.001091	-0.003272
14:09:02.527797	0.002182	0.002182	-0.004363	-0.005454	0.002182	0.000000
14:09:02.538603	0.002182	-0.008727	-0.002182	0.003272	-0.001091	-0.002182
14:09:02.547553	-0.002182	0.005454	0.000000	0.002182	-0.004363	-0.007636
14:09:02.558332	-0.002182	-0.001091	0.001091	0.001091	0.002182	0.007636
14:09:02.567548	0.000000	0.002182	0.001091	-0.005454	0.002182	0.002182
14:09:02.577586	-0.004363	0.004363	0.007636	-0.009817	0.004363	0.000000
14:09:02.587605	0.001091	-0.005454	-0.005454	-0.004363	0.001091	0.002182
14:09:02.597627	0.000000	-0.002182	0.000000	-0.004363	0.000000	0.001091
14:09:02.607575	0.000000	-0.003272	-0.004363	-0.005454	0.002182	0.000000
14:09:02.617615	0.002182	-0.001091	-0.001091	0.003272	0.000000	-0.004363
14:09:02.627553	-0.002182	0.002182	-0.001091	-0.004363	-0.007636	-0.001091
14:09:02.637665	0.001091	0.003272	0.001091	-0.003272	-0.001091	0.004363
14:09:02.647588	0.000000	0.001091	0.002182	-0.003272	0.002182	0.004363
14:09:02.657610	0.001091	0.004363	-0.002182	0.001091	0.000000	0.001091
14:09:02.668171	-0.004363	0.003272	0.008727	-0.007636	-0.005454	0.006545
14:09:02.677642	-0.002182	-0.002182	0.010908	0.001091	0.004363	0.007636
14:09:02.687621	0.001091	0.006545	0.003272	0.001091	-0.005454	0.006545
14:09:02.697543	0.002182	-0.008727	-0.001091	-0.004363	-0.003272	0.005454
14:09:02.708322	-0.004363	-0.001091	0.000000	-0.001091	0.003272	0.000000
14:09:02.717618	-0.004363	-0.008727	-0.001091	-0.004363	0.003272	0.002182
14:09:02.727635	-0.001091	-0.003272	0.007636	0.004363	0.007636	0.002182
14:09:02.737570	0.002182	-0.003272	-0.004363	0.000000	-0.002182	0.000000
14:09:02.747723	-0.002182	-0.001091	0.005454	0.002182	-0.003272	0.005454
14:09:02.757555	-0.005454	-0.001091	0.003272	0.004363	-0.002182	0.004363
14:09:02.767657	-0.001091	0.003272	0.000000	0.004363	-0.004363	0.000000
14:09:02.777645	0.000000	-0.003272	0.002182	0.002182	0.005454	-0.008727
14:09:02.787638	0.004363	0.001091	0.006545	0.001091	0.000000	0.002182
14:09:02.797547	0.001091	-0.007636	-0.004363	-0.001091	0.000000	0.004363
14:09:02.807611	0.000000	-0.002182	0.003272	-0.004363	-0.005454	-0.001091
