Time	Left_w	Left_x	Left_y	Left_z	Right_w	Right_x	Right_y	Right_z
14:09:02.447591	0.575542	-0.805332	0.142098	-0.000538	0.601792	0.656476	0.454722	0.010691
14:09:02.458630	0.575193	-0.805574	0.142136	-0.000540	0.601496	0.656665	0.454839	0.010696
14:09:02.467575	0.574983	-0.805719	0.142168	-0.000556	0.601371	0.656739	0.454898	0.010696
14:09:02.478266	0.574650	-0.805949	0.142209	-0.000524	0.601046	0.656938	0.455041	0.010667
14:09:02.487548	0.574460	-0.806079	0.142239	-0.000512	0.600750	0.657128	0.455158	0.010659
14:09:02.497633	0.574291	-0.806195	0.142263	-0.000515	0.600494	0.657288	0.455265	0.010667
14:09:02.507559	0.573913	-0.806450	0.142344	-0.000568	0.600242	0.657446	0.455369	0.010667
14:09:02.517581	0.573747	-0.806565	0.142362	-0.000557	0.599956	0.657622	0.455493	0.010649
14:09:02.527797	0.573392	-0.806812	0.142391	-0.000571	0.599669	0.657795	0.455619	0.010664
14:09:02.538603	0.573065	-0.807043	0.142400	-0.000554	0.599399	0.657966	0.455728	0.010647
14:09:02.547553	0.572890	-0.807162	0.142431	-0.000566	0.599238	0.658060	0.455805	0.010618
14:09:02.558332	0.572516	-0.807418	0.142482	-0.000565	0.598968	0.658235	0.455907	0.010634
14:09:02.567548	0.572326	-0.807547	0.142513	-0.000568	0.598693	0.658398	0.456032	0.010623
14:09:02.577586	0.572122	-0.807682	0.142568	-0.000561	0.598414	0.658561	0.456163	0.010629
14:09:02.587605	0.571756	-0.807933	0.142613	-0.000562	0.598166	0.658725	0.456251	0.010637
14:09:02.597627	0.571578	-0.808056	0.142631	-0.000556	0.597877	0.658907	0.456368	0.010638
14:09:02.607575	0.571383	-0.808193	0.142635	-0.000554	0.597736	0.658989	0.456435	0.010646
14:09:02.617615	0.571068	-0.808411	0.142666	-0.000553	0.597415	0.659181	0.456576	0.010655
14:09:02.627553	0.570679	-0.808672	0.142738	-0.000563	0.597178	0.659324	0.456681	0.010635
14:09:02.637665	0.570514	-0.808784	0.142768	-0.000569	0.596927	0.659484	0.456778	0.010635
14:09:02.647588	0.570154	-0.809028	0.142820	-0.000583	0.596671	0.659635	0.456894	0.010633
14:09:02.657610	0.569968	-0.809154	0.142846	-0.000599	0.596383	0.659815	0.457012	0.010627
14:09:02.668171	0.569591	-0.809406	0.142924	-0.000584	0.596141	0.659972	0.457098	0.010634
14:09:02.677642	0.569408	-0.809526	0.142971	-0.000555	0.595832	0.660166	0.457222	0.010652
14:09:02.687621	0.569065	-0.809755	0.143043	-0.000578	0.595578	0.660330	0.457315	0.010652
14:09:02.697543	0.568887	-0.809879	0.143046	-0.000554	0.595310	0.660497	0.457424	0.010646
14:09:02.708322	0.568511	-0.810135	0.143092	-0.000539	0.595051	0.660652	0.457537	0.010637
14:09:02.717618	0.568333	-0.810260	0.143094	-0.000515	0.594890	0.660748	0.457608	0.010651
14:09:02.727635	0.568138	-0.810390	0.143134	-0.000488	0.594587	0.660948	0.457712	0.010649
14:09:02.737570	0.567766	-0.810644	0.143172	-0.000517	0.594327	0.661112	0.457813	0.010644
14:09:02.747723	0.567586	-0.810764	0.143205	-0.000502	0.594037	0.661290	0.457932	0.010629
14:09:02.757555	0.567220	-0.811012	0.143252	-0.000475	0.593774	0.661462	0.458025	0.010650
14:09:02.767657	0.567003	-0.811157	0.143285	-0.000484	0.593553	0.661598	0.458116	0.010635
14:09:02.777645	0.566657	-0.811394	0.143319	-0.000488	0.593270	0.661756	0.458253	0.010624
14:09:02.787638	0.566484	-0.811506	0.143362	-0.000479	0.593037	0.661908	0.458336	0.010616
14:09:02.797547	0.566301	-0.811636	0.143357	-0.000465	0.592778	0.662079	0.458425	0.010596
14:09:02.807611	0.565930	-0.811882	0.143426	-0.000444	0.592532	0.662224	0.458533	0.010591
14:09:02.817534	0.565745	-0.812008	0.143440	-0.000416	0.592167	0.662448	0.458682	0.010576
14:09:02.827847	0.565371	-0.812263	0.143470	-0.000424	0.591887	0.662615	0.458802	0.010566
14:09:02.837553	0.565184	-0.812390	0.143489	-0.000417	0.591664	0.662753	0.458891	0.010560
14:09:02.848388	0.564812	-0.812645	0.143508	-0.000454	0.591402	0.662909	0.459003	0.010545
14:09:02.857602	0.564629	-0.812769	0.143530	-0.000466	0.591134	0.663075	0.459110	0.010522
14:09:02.867598	0.564447	-0.812892	0.143546	-0.000462	0.590856	0.663241	0.459227	0.010531
14:09:02.877609	0.564075	-0.813145	0.143577	-0.000453	0.590607	0.663399	0.459319	0.010520
14:09:02.887587	0.563887	-0.813270	0.143609	-0.000451	0.590335	0.663565	0.459429	0.010506
14:09:02.898186	0.563516	-0.813519	0.143653	-0.000441	0.590065	0.663719	0.459554	0.010512
14:09:02.907751	0.563306	-0.813666	0.143647	-0.000444	0.589775	0.663894	0.459675	0.010499
14:09:02.917640	0.563109	-0.813798	0.143668	-0.000424	0.589526	0.664045	0.459775	0.010510
14:09:02.927797	0.562745	-0.814048	0.143677	-0.000396	0.589223	0.664230	0.459895	0.010530
14:09:02.937627	0.562555	-0.814179	0.143683	-0.000397	0.588960	0.664387	0.460006	0.010534
14:09:02.948253	0.562203	-0.814417	0.143710	-0.000387	0.588689	0.664557	0.460107	0.010533
14:09:02.957650	0.562011	-0.814550	0.143706	-0.000394	0.588566	0.664631	0.460158	0.010512
14:09:02.967597	0.561811	-0.814685	0.143726	-0.000378	0.588218	0.664839	0.460303	0.010517
14:09:02.978965	0.561389	-0.814962	0.143803	-0.000401	0.587870	0.665058	0.460431	0.010481
14:09:02.987621	0.561203	-0.815086	0.143826	-0.000407	0.587712	0.665152	0.460498	0.010463
14:09:02.997616	0.561018	-0.815214	0.143824	-0.000391	0.587459	0.665303	0.460603	0.010445
14:09:03.007613	0.560643	-0.815465	0.143859	-0.000434	0.587110	0.665517	0.460739	0.010420
14:09:03.017625	0.560423	-0.815614	0.143873	-0.000437	0.586978	0.665592	0.460799	0.010428
14:09:03.027594	0.560231	-0.815741	0.143899	-0.000434	0.586671	0.665777	0.460922	0.010444
14:09:03.037672	0.559837	-0.815996	0.143989	-0.000458	0.586404	0.665935	0.461034	0.010430
14:09:03.047582	0.559657	-0.816117	0.144002	-0.000456	0.586162	0.666081	0.461130	0.010433
14:09:03.057597	0.559460	-0.816249	0.144020	-0.000468	0.585863	0.666269	0.461238	0.010432
14:09:03.067575	0.559096	-0.816497	0.144026	-0.000418	0.585570	0.666449	0.461351	0.010460
14:09:03.077611	0.558918	-0.816614	0.144056	-0.000398	0.585349	0.666591	0.461426	0.010442
14:09:03.087613	0.558554	-0.816853	0.144113	-0.000386	0.585056	0.666758	0.461556	0.010437
14:09:03.097620	0.558377	-0.816972	0.144127	-0.000381	0.584797	0.666912	0.461662	0.010434
14:09:03.107549	0.558020	-0.817210	0.144158	-0.000413	0.584548	0.667064	0.461759	0.010430
14:09:03.117566	0.557825	-0.817339	0.144178	-0.000406	0.584280	0.667233	0.461851	0.010460
14:09:03.128016	0.557442	-0.817597	0.144198	-0.000420	0.584017	0.667386	0.461965	0.010458
14:09:03.137578	0.557234	-0.817739	0.144196	-0.000399	0.583767	0.667532	0.462070	0.010429
14:09:03.147590	0.557062	-0.817853	0.144216	-0.000392	0.583508	0.667692	0.462166	0.010440
14:09:03.157561	0.556691	-0.818095	0.144279	-0.000431	0.583228	0.667867	0.462266	0.010450
14:09:03.167595	0.556506	-0.818218	0.144291	-0.000427	0.582968	0.668004	0.462397	0.010433
14:09:03.177545	0.556121	-0.818475	0.144321	-0.000422	0.582687	0.668177	0.462501	0.010441
14:09:03.187676	0.555933	-0.818599	0.144336	-0.000424	0.582452	0.668319	0.462591	0.010430
14:09:03.197572	0.555709	-0.818748	0.144356	-0.000422	0.582147	0.668512	0.462696	0.010430
14:09:03.207631	0.555328	-0.819002	0.144383	-0.000421	0.581913	0.668649	0.462793	0.010424
14:09:03.217631	0.555130	-0.819139	0.144366	-0.000413	0.581622	0.668836	0.462887	0.010448
14:09:03.228398	0.554775	-0.819378	0.144374	-0.000393	0.581370	0.668974	0.463004	0.010458
14:09:03.237559	0.554554	-0.819519	0.144424	-0.000404	0.581081	0.669133	0.463139	0.010431
14:09:03.247655	0.554385	-0.819631	0.144434	-0.000422	0.580847	0.669277	0.463223	0.010451
14:09:03.257599	0.554022	-0.819869	0.144478	-0.000429	0.580543	0.669438	0.463371	0.010468
14:09:03.268745	0.553828	-0.819999	0.144485	-0.000395	0.580269	0.669610	0.463467	0.010441
14:09:03.277614	0.553648	-0.820119	0.144492	-0.000387	0.580076	0.669736	0.463527	0.010435
14:09:03.287611	0.553222	-0.820404	0.144508	-0.000437	0.579780	0.669909	0.463646	0.010448
14:09:03.297944	0.553055	-0.820510	0.144545	-0.000434	0.579504	0.670088	0.463732	0.010451
14:09:03.308566	0.552679	-0.820760	0.144564	-0.000453	0.579325	0.670197	0.463799	0.010438
14:09:03.317593	0.552474	-0.820896	0.144576	-0.000458	0.578990	0.670401	0.463922	0.010454
14:09:03.327547	0.552307	-0.821004	0.144602	-0.000474	0.578713	0.670547	0.464057	0.010460
